GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC21,HC01_EST_VC22,HC01_EST_VC23,AVERAGE_PERCENT_IN_COLLEGE,AVERAGE_TOTAL_IN_COLLEGE
Id,Id2,Geography,Total; Estimate; Population 18 years and over,Total; Estimate; Population 18 years and over - Enrolled in college or graduate school %,Total; Estimate;,,
1400000US06037128500,6037128500,"Census Tract 1285, Los Angeles County, California",3602,10.7,385,,
1400000US06037128601,6037128601,"Census Tract 1286.01, Los Angeles County, California",3181,12.9,410,,
1400000US06037128602,6037128602,"Census Tract 1286.02, Los Angeles County, California",2403,6.7,161,,
1400000US06037128702,6037128702,"Census Tract 1287.02, Los Angeles County, California",4607,8.5,392,,
1400000US06037128801,6037128801,"Census Tract 1288.01, Los Angeles County, California",2943,8,235,,
1400000US06037128802,6037128802,"Census Tract 1288.02, Los Angeles County, California",3666,10.5,385,,
1400000US06037128910,6037128910,"Census Tract 1289.10, Los Angeles County, California",3074,5.3,163,,
1400000US06037131010,6037131010,"Census Tract 1310.10, Los Angeles County, California",4817,15.3,737,,
1400000US06037131020,6037131020,"Census Tract 1310.20, Los Angeles County, California",4260,11.4,486,,
1400000US06037131100,6037131100,"Census Tract 1311, Los Angeles County, California",2682,7.6,204,,
1400000US06037131200,6037131200,"Census Tract 1312, Los Angeles County, California",2679,11.2,300,,
1400000US06037131300,6037131300,"Census Tract 1313, Los Angeles County, California",3670,8.9,327,,
1400000US06037131400,6037131400,"Census Tract 1314, Los Angeles County, California",5008,9.6,481,,
1400000US06037131600,6037131600,"Census Tract 1316, Los Angeles County, California",4186,16,670,,
1400000US06037131701,6037131701,"Census Tract 1317.01, Los Angeles County, California",3638,14.3,520,,
1400000US06037131702,6037131702,"Census Tract 1317.02, Los Angeles County, California",2681,7.9,212,,
1400000US06037131800,6037131800,"Census Tract 1318, Los Angeles County, California",4565,7.2,329,,
1400000US06037131900,6037131900,"Census Tract 1319, Los Angeles County, California",3672,11.2,411,,
1400000US06037132001,6037132001,"Census Tract 1320.01, Los Angeles County, California",2578,8.1,209,,
1400000US06037132002,6037132002,"Census Tract 1320.02, Los Angeles County, California",2531,11.1,281,,
1400000US06037132101,6037132101,"Census Tract 1321.01, Los Angeles County, California",3347,9.9,331,,
1400000US06037132102,6037132102,"Census Tract 1321.02, Los Angeles County, California",4157,10.2,424,,
1400000US06037132300,6037132300,"Census Tract 1323, Los Angeles County, California",5274,11.3,596,,
1400000US06037132501,6037132501,"Census Tract 1325.01, Los Angeles County, California",3066,8.6,264,,
1400000US06037132502,6037132502,"Census Tract 1325.02, Los Angeles County, California",2945,12.4,365,,
1400000US06037132700,6037132700,"Census Tract 1327, Los Angeles County, California",3669,10.1,371,,
1400000US06037132900,6037132900,"Census Tract 1329, Los Angeles County, California",3011,12.7,382,,
1400000US06037133000,6037133000,"Census Tract 1330, Los Angeles County, California",3525,13.2,465,,
1400000US06037133100,6037133100,"Census Tract 1331, Los Angeles County, California",5002,8,400,,
1400000US06037134001,6037134001,"Census Tract 1340.01, Los Angeles County, California",2829,6.5,184,,
1400000US06037134002,6037134002,"Census Tract 1340.02, Los Angeles County, California",3051,10.4,317,,
1400000US06037134101,6037134101,"Census Tract 1341.01, Los Angeles County, California",4858,7.8,379,,
1400000US06037134103,6037134103,"Census Tract 1341.03, Los Angeles County, California",3406,7.5,255,,
1400000US06037134104,6037134104,"Census Tract 1341.04, Los Angeles County, California",3165,9.7,307,,
1400000US06037134201,6037134201,"Census Tract 1342.01, Los Angeles County, California",3339,7.5,250,,
1400000US06037134302,6037134302,"Census Tract 1343.02, Los Angeles County, California",2993,12.2,365,,
1400000US06037134303,6037134303,"Census Tract 1343.03, Los Angeles County, California",4529,7.9,358,,
1400000US06037134304,6037134304,"Census Tract 1343.04, Los Angeles County, California",2426,11.4,277,,
1400000US06037134305,6037134305,"Census Tract 1343.05, Los Angeles County, California",3142,5.1,160,,
1400000US06037134306,6037134306,"Census Tract 1343.06, Los Angeles County, California",2603,11.6,302,,
1400000US06037134421,6037134421,"Census Tract 1344.21, Los Angeles County, California",2798,7.3,204,,
1400000US06037134422,6037134422,"Census Tract 1344.22, Los Angeles County, California",3872,12,465,,
1400000US06037134423,6037134423,"Census Tract 1344.23, Los Angeles County, California",2907,11.9,346,,
1400000US06037134424,6037134424,"Census Tract 1344.24, Los Angeles County, California",2193,7.8,171,,
1400000US06037134520,6037134520,"Census Tract 1345.20, Los Angeles County, California",3736,8,299,,
1400000US06037134521,6037134521,"Census Tract 1345.21, Los Angeles County, California",1917,8.1,155,,
1400000US06037134522,6037134522,"Census Tract 1345.22, Los Angeles County, California",2667,7.6,203,,
1400000US06037134710,6037134710,"Census Tract 1347.10, Los Angeles County, California",4221,6.2,262,,
1400000US06037134720,6037134720,"Census Tract 1347.20, Los Angeles County, California",3853,10.1,389,,
1400000US06037134800,6037134800,"Census Tract 1348, Los Angeles County, California",4804,8.3,399,,
1400000US06037134901,6037134901,"Census Tract 1349.01, Los Angeles County, California",2359,14.1,333,,
1400000US06037134903,6037134903,"Census Tract 1349.03, Los Angeles County, California",4239,12.4,526,,
1400000US06037134904,6037134904,"Census Tract 1349.04, Los Angeles County, California",3762,9.2,346,,
1400000US06037134905,6037134905,"Census Tract 1349.05, Los Angeles County, California",3053,13.1,400,,
1400000US06037135102,6037135102,"Census Tract 1351.02, Los Angeles County, California",3099,7.5,232,,
1400000US06037135111,6037135111,"Census Tract 1351.11, Los Angeles County, California",2347,10.8,253,,
1400000US06037135113,6037135113,"Census Tract 1351.13, Los Angeles County, California",2349,10.2,240,,
1400000US06037135114,6037135114,"Census Tract 1351.14, Los Angeles County, California",4194,13.4,562,,
1400000US06037135201,6037135201,"Census Tract 1352.01, Los Angeles County, California",2149,7.2,155,,
1400000US06037135202,6037135202,"Census Tract 1352.02, Los Angeles County, California",3376,10.2,344,,
1400000US06037135203,6037135203,"Census Tract 1352.03, Los Angeles County, California",5730,9.9,567,,
1400000US06037137000,6037137000,"Census Tract 1370, Los Angeles County, California",3907,9.2,359,,
1400000US06037137103,6037137103,"Census Tract 1371.03, Los Angeles County, California",3674,12.6,463,,
1400000US06037137104,6037137104,"Census Tract 1371.04, Los Angeles County, California",2275,8.1,184,,
1400000US06037137201,6037137201,"Census Tract 1372.01, Los Angeles County, California",4345,6.4,278,,
1400000US06037137301,6037137301,"Census Tract 1373.01, Los Angeles County, California",1695,8.4,142,,
1400000US06037137302,6037137302,"Census Tract 1373.02, Los Angeles County, California",3605,12.8,461,,
1400000US06037137401,6037137401,"Census Tract 1374.01, Los Angeles County, California",3299,11.8,389,,
1400000US06037137402,6037137402,"Census Tract 1374.02, Los Angeles County, California",4489,9.4,422,,
1400000US06037137501,6037137501,"Census Tract 1375.01, Los Angeles County, California",3065,13.2,405,,
1400000US06037137502,6037137502,"Census Tract 1375.02, Los Angeles County, California",3412,7.8,266,,
1400000US06037137504,6037137504,"Census Tract 1375.04, Los Angeles County, California",1509,6.8,103,,
1400000US06037138000,6037138000,"Census Tract 1380, Los Angeles County, California",3727,8.9,332,,
1400000US06037139001,6037139001,"Census Tract 1390.01, Los Angeles County, California",3759,9,338,,
1400000US06037139200,6037139200,"Census Tract 1392, Los Angeles County, California",4241,7.6,322,,
1400000US06037139301,6037139301,"Census Tract 1393.01, Los Angeles County, California",3919,8.8,345,,
1400000US06037139302,6037139302,"Census Tract 1393.02, Los Angeles County, California",3708,10.9,404,,
1400000US06037139303,6037139303,"Census Tract 1393.03, Los Angeles County, California",3774,14.7,555,,
1400000US06037139401,6037139401,"Census Tract 1394.01, Los Angeles County, California",2454,6.4,157,,
1400000US06037139402,6037139402,"Census Tract 1394.02, Los Angeles County, California",2102,7,147,,
1400000US06037139502,6037139502,"Census Tract 1395.02, Los Angeles County, California",2369,7.5,178,,
1400000US06037139503,6037139503,"Census Tract 1395.03, Los Angeles County, California",4623,12.4,573,,
1400000US06037139504,6037139504,"Census Tract 1395.04, Los Angeles County, California",3188,10.5,335,,
1400000US06037139600,6037139600,"Census Tract 1396, Los Angeles County, California",4025,9.1,366,,
1400000US06037139701,6037139701,"Census Tract 1397.01, Los Angeles County, California",4208,5.7,240,,
1400000US06037139702,6037139702,"Census Tract 1397.02, Los Angeles County, California",4800,7.5,360,,
1400000US06037139703,6037139703,"Census Tract 1397.03, Los Angeles County, California",2145,5.4,116,,
1400000US06037139801,6037139801,"Census Tract 1398.01, Los Angeles County, California",2561,6.5,166,,
1400000US06037139802,6037139802,"Census Tract 1398.02, Los Angeles County, California",3005,8.4,252,,
1400000US06037141101,6037141101,"Census Tract 1411.01, Los Angeles County, California",3929,13.3,523,,
1400000US06037141102,6037141102,"Census Tract 1411.02, Los Angeles County, California",2455,10.3,253,,
1400000US06037141201,6037141201,"Census Tract 1412.01, Los Angeles County, California",3152,6.6,208,,
1400000US06037141202,6037141202,"Census Tract 1412.02, Los Angeles County, California",2487,4.7,117,,
1400000US06037141302,6037141302,"Census Tract 1413.02, Los Angeles County, California",4893,6.3,308,,
1400000US06037141303,6037141303,"Census Tract 1413.03, Los Angeles County, California",2840,7.5,213,,
1400000US06037141304,6037141304,"Census Tract 1413.04, Los Angeles County, California",2632,8.5,224,,
1400000US06037141400,6037141400,"Census Tract 1414, Los Angeles County, California",3676,7.1,261,,
1400000US06037141500,6037141500,"Census Tract 1415, Los Angeles County, California",2444,3.4,83,,
1400000US06037141600,6037141600,"Census Tract 1416, Los Angeles County, California",3278,7.3,239,,
1400000US06037141700,6037141700,"Census Tract 1417, Los Angeles County, California",2621,5.3,139,,
1400000US06037143100,6037143100,"Census Tract 1431, Los Angeles County, California",3891,7.1,276,,
1400000US06037143200,6037143200,"Census Tract 1432, Los Angeles County, California",3424,4.8,164,,
1400000US06037143300,6037143300,"Census Tract 1433, Los Angeles County, California",5165,10.4,537,,
1400000US06037143400,6037143400,"Census Tract 1434, Los Angeles County, California",5105,8.5,434,,
1400000US06037143500,6037143500,"Census Tract 1435, Los Angeles County, California",3724,5,186,,
1400000US06037143602,6037143602,"Census Tract 1436.02, Los Angeles County, California",3562,5.6,199,,
1400000US06037143603,6037143603,"Census Tract 1436.03, Los Angeles County, California",1988,6.1,121,,
1400000US06037143604,6037143604,"Census Tract 1436.04, Los Angeles County, California",2820,10.4,293,,
1400000US06037143700,6037143700,"Census Tract 1437, Los Angeles County, California",3154,5.1,161,,
1400000US06037143800,6037143800,"Census Tract 1438, Los Angeles County, California",4235,3.6,152,,
1400000US06037143901,6037143901,"Census Tract 1439.01, Los Angeles County, California",3343,3.5,117,,
1400000US06037143902,6037143902,"Census Tract 1439.02, Los Angeles County, California",2382,5.5,131,,
1400000US06037181000,6037181000,"Census Tract 1810, Los Angeles County, California",5258,10.3,542,,
1400000US06037181300,6037181300,"Census Tract 1813, Los Angeles County, California",3008,8.1,244,,
1400000US06037181400,6037181400,"Census Tract 1814, Los Angeles County, California",3674,15.1,555,,
1400000US06037181500,6037181500,"Census Tract 1815, Los Angeles County, California",3062,7.7,236,,
1400000US06037181600,6037181600,"Census Tract 1816, Los Angeles County, California",3856,42.4,1635,,
1400000US06037183101,6037183101,"Census Tract 1831.01, Los Angeles County, California",2890,12.5,361,,
1400000US06037183103,6037183103,"Census Tract 1831.03, Los Angeles County, California",3016,13.9,419,,
1400000US06037183104,6037183104,"Census Tract 1831.04, Los Angeles County, California",1693,10.8,183,,
1400000US06037183220,6037183220,"Census Tract 1832.20, Los Angeles County, California",3311,17.2,569,,
1400000US06037183221,6037183221,"Census Tract 1832.21, Los Angeles County, California",2201,6.5,143,,
1400000US06037183222,6037183222,"Census Tract 1832.22, Los Angeles County, California",2638,9.7,256,,
1400000US06037183300,6037183300,"Census Tract 1833, Los Angeles County, California",2658,15.5,412,,
1400000US06037183401,6037183401,"Census Tract 1834.01, Los Angeles County, California",1948,9,175,,
1400000US06037183402,6037183402,"Census Tract 1834.02, Los Angeles County, California",2525,23.3,588,,
1400000US06037183510,6037183510,"Census Tract 1835.10, Los Angeles County, California",2071,10,207,,
1400000US06037183520,6037183520,"Census Tract 1835.20, Los Angeles County, California",2566,12.1,310,,
1400000US06037183610,6037183610,"Census Tract 1836.10, Los Angeles County, California",2637,8.8,232,,
1400000US06037183620,6037183620,"Census Tract 1836.20, Los Angeles County, California",2402,9,216,,
1400000US06037183701,6037183701,"Census Tract 1837.01, Los Angeles County, California",2854,9.5,271,,
1400000US06037183702,6037183702,"Census Tract 1837.02, Los Angeles County, California",2549,10.4,265,,
1400000US06037183810,6037183810,"Census Tract 1838.10, Los Angeles County, California",3106,10.4,323,,
1400000US06037183820,6037183820,"Census Tract 1838.20, Los Angeles County, California",2691,7.2,194,,
1400000US06037185100,6037185100,"Census Tract 1851, Los Angeles County, California",5032,9.2,463,,
1400000US06037185202,6037185202,"Census Tract 1852.02, Los Angeles County, California",2992,9,269,,
1400000US06037185203,6037185203,"Census Tract 1852.03, Los Angeles County, California",2352,9.7,228,,
1400000US06037185204,6037185204,"Census Tract 1852.04, Los Angeles County, California",1685,11.5,194,,
1400000US06037185310,6037185310,"Census Tract 1853.10, Los Angeles County, California",2775,10.6,294,,
1400000US06037185320,6037185320,"Census Tract 1853.20, Los Angeles County, California",2144,7.4,159,,
1400000US06037186100,6037186100,"Census Tract 1861, Los Angeles County, California",3827,8.8,337,,
1400000US06037186201,6037186201,"Census Tract 1862.01, Los Angeles County, California",2806,8.7,244,,
1400000US06037186202,6037186202,"Census Tract 1862.02, Los Angeles County, California",1585,7.8,124,,
1400000US06037186203,6037186203,"Census Tract 1862.03, Los Angeles County, California",2356,11.5,271,,
1400000US06037186301,6037186301,"Census Tract 1863.01, Los Angeles County, California",2199,6.8,150,,
1400000US06037186302,6037186302,"Census Tract 1863.02, Los Angeles County, California",3671,8.7,319,,
1400000US06037186401,6037186401,"Census Tract 1864.01, Los Angeles County, California",2637,7.1,187,,
1400000US06037186403,6037186403,"Census Tract 1864.03, Los Angeles County, California",2413,11.4,275,,
1400000US06037186404,6037186404,"Census Tract 1864.04, Los Angeles County, California",1934,10,193,,
1400000US06037187101,6037187101,"Census Tract 1871.01, Los Angeles County, California",2495,7.2,180,,
1400000US06037187102,6037187102,"Census Tract 1871.02, Los Angeles County, California",2428,17.6,427,,
1400000US06037187200,6037187200,"Census Tract 1872, Los Angeles County, California",2196,12.2,268,,
1400000US06037187300,6037187300,"Census Tract 1873, Los Angeles County, California",2883,5,144,,
1400000US06037188100,6037188100,"Census Tract 1881, Los Angeles County, California",3132,6.6,207,,
1400000US06037188201,6037188201,"Census Tract 1882.01, Los Angeles County, California",2916,13.4,391,,
1400000US06037188202,6037188202,"Census Tract 1882.02, Los Angeles County, California",1994,5.3,106,,
1400000US06037188300,6037188300,"Census Tract 1883, Los Angeles County, California",3043,7.9,240,,
1400000US06037189101,6037189101,"Census Tract 1891.01, Los Angeles County, California",2549,7.3,186,,
1400000US06037189102,6037189102,"Census Tract 1891.02, Los Angeles County, California",2641,13.3,351,,
1400000US06037189201,6037189201,"Census Tract 1892.01, Los Angeles County, California",3183,10.2,325,,
1400000US06037189202,6037189202,"Census Tract 1892.02, Los Angeles County, California",2308,7.6,175,,
1400000US06037189300,6037189300,"Census Tract 1893, Los Angeles County, California",2699,10.4,281,,
1400000US06037189400,6037189400,"Census Tract 1894, Los Angeles County, California",3157,4.3,136,,
1400000US06037189500,6037189500,"Census Tract 1895, Los Angeles County, California",3938,11.5,453,,
1400000US06037189600,6037189600,"Census Tract 1896, Los Angeles County, California",3322,1,33,,
1400000US06037189701,6037189701,"Census Tract 1897.01, Los Angeles County, California",3424,16.2,555,,
1400000US06037189702,6037189702,"Census Tract 1897.02, Los Angeles County, California",1822,9.5,173,,
1400000US06037189800,6037189800,"Census Tract 1898, Los Angeles County, California",3937,7.9,311,,
1400000US06037189902,6037189902,"Census Tract 1899.02, Los Angeles County, California",5020,9,452,,
1400000US06037189903,6037189903,"Census Tract 1899.03, Los Angeles County, California",2050,12.1,248,,
1400000US06037189904,6037189904,"Census Tract 1899.04, Los Angeles County, California",2477,13,322,,
1400000US06037189905,6037189905,"Census Tract 1899.05, Los Angeles County, California",2273,13,295,,
1400000US06037190100,6037190100,"Census Tract 1901, Los Angeles County, California",4498,20.2,909,,
1400000US06037190201,6037190201,"Census Tract 1902.01, Los Angeles County, California",2577,23.8,613,,
1400000US06037190202,6037190202,"Census Tract 1902.02, Los Angeles County, California",3086,19.7,608,,
1400000US06037190301,6037190301,"Census Tract 1903.01, Los Angeles County, California",4631,13.8,639,,
1400000US06037190401,6037190401,"Census Tract 1904.01, Los Angeles County, California",3049,14.9,454,,
1400000US06037190402,6037190402,"Census Tract 1904.02, Los Angeles County, California",2006,10,201,,
1400000US06037190510,6037190510,"Census Tract 1905.10, Los Angeles County, California",3960,12.6,499,,
1400000US06037190520,6037190520,"Census Tract 1905.20, Los Angeles County, California",3145,10.1,318,,
1400000US06037190700,6037190700,"Census Tract 1907, Los Angeles County, California",2825,7.9,223,,
1400000US06037190801,6037190801,"Census Tract 1908.01, Los Angeles County, California",2162,19.5,422,,
1400000US06037190802,6037190802,"Census Tract 1908.02, Los Angeles County, California",2324,9.3,216,,
1400000US06037190901,6037190901,"Census Tract 1909.01, Los Angeles County, California",3180,13.4,426,,
1400000US06037190902,6037190902,"Census Tract 1909.02, Los Angeles County, California",3470,11.7,406,,
1400000US06037191000,6037191000,"Census Tract 1910, Los Angeles County, California",3111,16.2,504,,
1400000US06037191110,6037191110,"Census Tract 1911.10, Los Angeles County, California",3306,8.1,268,,
1400000US06037191120,6037191120,"Census Tract 1911.20, Los Angeles County, California",3587,10.6,380,,
1400000US06037191201,6037191201,"Census Tract 1912.01, Los Angeles County, California",4252,14.6,621,,
1400000US06037191203,6037191203,"Census Tract 1912.03, Los Angeles County, California",2218,4.6,102,,
1400000US06037191204,6037191204,"Census Tract 1912.04, Los Angeles County, California",1638,8.6,141,,
1400000US06037191301,6037191301,"Census Tract 1913.01, Los Angeles County, California",2091,7.2,151,,
1400000US06037191302,6037191302,"Census Tract 1913.02, Los Angeles County, California",2012,9.4,189,,
1400000US06037191410,6037191410,"Census Tract 1914.10, Los Angeles County, California",3612,9.2,332,,
1400000US06037191420,6037191420,"Census Tract 1914.20, Los Angeles County, California",2991,14.7,440,,
1400000US06037191500,6037191500,"Census Tract 1915, Los Angeles County, California",4133,14.4,595,,
1400000US06037191610,6037191610,"Census Tract 1916.10, Los Angeles County, California",3608,12.7,458,,
1400000US06037191620,6037191620,"Census Tract 1916.20, Los Angeles County, California",2524,8.7,220,,
1400000US06037191710,6037191710,"Census Tract 1917.10, Los Angeles County, California",2345,9.6,225,,
1400000US06037191720,6037191720,"Census Tract 1917.20, Los Angeles County, California",3017,6.3,190,,
1400000US06037191810,6037191810,"Census Tract 1918.10, Los Angeles County, California",2818,9.1,256,,
1400000US06037191820,6037191820,"Census Tract 1918.20, Los Angeles County, California",2343,10.2,239,,
1400000US06037191901,6037191901,"Census Tract 1919.01, Los Angeles County, California",3173,7.1,225,,
1400000US06037191902,6037191902,"Census Tract 1919.02, Los Angeles County, California",2458,4.8,118,,
1400000US06037192001,6037192001,"Census Tract 1920.01, Los Angeles County, California",2230,7.8,174,,
1400000US06037192002,6037192002,"Census Tract 1920.02, Los Angeles County, California",2407,5.7,137,,
1400000US06037192300,6037192300,"Census Tract 1923, Los Angeles County, California",2462,4.2,103,,
1400000US06037192410,6037192410,"Census Tract 1924.10, Los Angeles County, California",3010,10.4,313,,
1400000US06037192420,6037192420,"Census Tract 1924.20, Los Angeles County, California",3181,8.9,283,,
1400000US06037192510,6037192510,"Census Tract 1925.10, Los Angeles County, California",3194,12,383,,
1400000US06037192520,6037192520,"Census Tract 1925.20, Los Angeles County, California",3648,5.3,193,,
1400000US06037192610,6037192610,"Census Tract 1926.10, Los Angeles County, California",3796,6.3,239,,
1400000US06037192620,6037192620,"Census Tract 1926.20, Los Angeles County, California",2863,8.9,255,,
1400000US06037192700,6037192700,"Census Tract 1927, Los Angeles County, California",2859,9.5,272,,
1400000US06037194101,6037194101,"Census Tract 1941.01, Los Angeles County, California",2597,5.4,140,,
1400000US06037194102,6037194102,"Census Tract 1941.02, Los Angeles County, California",2887,3.4,98,,
1400000US06037194200,6037194200,"Census Tract 1942, Los Angeles County, California",3071,4.7,144,,
1400000US06037194300,6037194300,"Census Tract 1943, Los Angeles County, California",3110,4.4,137,,
1400000US06037194401,6037194401,"Census Tract 1944.01, Los Angeles County, California",2281,8,182,,
1400000US06037194402,6037194402,"Census Tract 1944.02, Los Angeles County, California",3232,10.7,346,,
1400000US06037194500,6037194500,"Census Tract 1945, Los Angeles County, California",1724,7.5,129,,
1400000US06037195100,6037195100,"Census Tract 1951, Los Angeles County, California",4171,3,125,,
1400000US06037195201,6037195201,"Census Tract 1952.01, Los Angeles County, California",2653,6.4,170,,
1400000US06037195202,6037195202,"Census Tract 1952.02, Los Angeles County, California",2789,4.1,114,,
1400000US06037195300,6037195300,"Census Tract 1953, Los Angeles County, California",3097,10.2,316,,
1400000US06037195400,6037195400,"Census Tract 1954, Los Angeles County, California",3692,6.2,229,,
1400000US06037195500,6037195500,"Census Tract 1955, Los Angeles County, California",4336,7.3,317,,
1400000US06037195600,6037195600,"Census Tract 1956, Los Angeles County, California",2588,5.8,150,,
1400000US06037195710,6037195710,"Census Tract 1957.10, Los Angeles County, California",3816,12.2,466,,
1400000US06037195720,6037195720,"Census Tract 1957.20, Los Angeles County, California",1786,12.9,230,,
1400000US06037195802,6037195802,"Census Tract 1958.02, Los Angeles County, California",2170,9.6,208,,
1400000US06037195803,6037195803,"Census Tract 1958.03, Los Angeles County, California",2468,7.6,188,,
1400000US06037195804,6037195804,"Census Tract 1958.04, Los Angeles County, California",2073,9.7,201,,
1400000US06037195901,6037195901,"Census Tract 1959.01, Los Angeles County, California",2233,9,201,,
1400000US06037195902,6037195902,"Census Tract 1959.02, Los Angeles County, California",1721,12.4,213,,
1400000US06037195903,6037195903,"Census Tract 1959.03, Los Angeles County, California",1985,17.3,343,,
1400000US06037197200,6037197200,"Census Tract 1972, Los Angeles County, California",3321,7.3,242,,
1400000US06037197300,6037197300,"Census Tract 1973, Los Angeles County, California",3356,8.7,292,,
1400000US06037197410,6037197410,"Census Tract 1974.10, Los Angeles County, California",3364,10.1,340,,
1400000US06037197420,6037197420,"Census Tract 1974.20, Los Angeles County, California",2889,9.9,286,,
1400000US06037197500,6037197500,"Census Tract 1975, Los Angeles County, California",3312,10.2,338,,
1400000US06037197600,6037197600,"Census Tract 1976, Los Angeles County, California",2086,8.8,184,,
1400000US06037197700,6037197700,"Census Tract 1977, Los Angeles County, California",4305,10.3,443,,
1400000US06037199000,6037199000,"Census Tract 1990, Los Angeles County, California",3886,10.5,408,,
1400000US06037199110,6037199110,"Census Tract 1991.10, Los Angeles County, California",2009,10.8,217,,
1400000US06037199120,6037199120,"Census Tract 1991.20, Los Angeles County, California",3248,11.7,380,,
1400000US06037199201,6037199201,"Census Tract 1992.01, Los Angeles County, California",3254,10.1,329,,
1400000US06037199202,6037199202,"Census Tract 1992.02, Los Angeles County, California",2069,12.4,257,,
1400000US06037199300,6037199300,"Census Tract 1993, Los Angeles County, California",2834,8.2,232,,
1400000US06037199400,6037199400,"Census Tract 1994, Los Angeles County, California",3579,6.8,243,,
1400000US06037199700,6037199700,"Census Tract 1997, Los Angeles County, California",2438,12,293,,
1400000US06037199800,6037199800,"Census Tract 1998, Los Angeles County, California",3868,9,348,,
1400000US06037199900,6037199900,"Census Tract 1999, Los Angeles County, California",2085,15,313,,
1400000US06037201110,6037201110,"Census Tract 2011.10, Los Angeles County, California",2156,12.2,263,,
1400000US06037201120,6037201120,"Census Tract 2011.20, Los Angeles County, California",3274,9.1,298,,
1400000US06037201200,6037201200,"Census Tract 2012, Los Angeles County, California",1864,8,149,,
1400000US06037201301,6037201301,"Census Tract 2013.01, Los Angeles County, California",2400,15.2,365,,
1400000US06037201302,6037201302,"Census Tract 2013.02, Los Angeles County, California",3153,9.5,300,,
1400000US06037201401,6037201401,"Census Tract 2014.01, Los Angeles County, California",3638,16.1,586,,
1400000US06037201402,6037201402,"Census Tract 2014.02, Los Angeles County, California",3700,11.2,414,,
1400000US06037201501,6037201501,"Census Tract 2015.01, Los Angeles County, California",4232,11.9,504,,
1400000US06037201503,6037201503,"Census Tract 2015.03, Los Angeles County, California",2295,11.9,273,,
1400000US06037201504,6037201504,"Census Tract 2015.04, Los Angeles County, California",1429,15.1,216,,
1400000US06037201601,6037201601,"Census Tract 2016.01, Los Angeles County, California",1804,9.9,179,,
1400000US06037201602,6037201602,"Census Tract 2016.02, Los Angeles County, California",2501,10.6,265,,
1400000US06037201700,6037201700,"Census Tract 2017, Los Angeles County, California",4870,34.3,1670,,
1400000US06037203100,6037203100,"Census Tract 2031, Los Angeles County, California",3075,10.3,317,,
1400000US06037203200,6037203200,"Census Tract 2032, Los Angeles County, California",3468,12.4,430,,
1400000US06037203300,6037203300,"Census Tract 2033, Los Angeles County, California",1208,24.3,294,,
1400000US06037203500,6037203500,"Census Tract 2035, Los Angeles County, California",2723,13.5,368,,
1400000US06037203600,6037203600,"Census Tract 2036, Los Angeles County, California",3320,8.1,269,,
1400000US06037203710,6037203710,"Census Tract 2037.10, Los Angeles County, California",2307,7.6,175,,
1400000US06037203720,6037203720,"Census Tract 2037.20, Los Angeles County, California",3264,8.1,264,,
1400000US06037203800,6037203800,"Census Tract 2038, Los Angeles County, California",3359,7.1,238,,
1400000US06037203900,6037203900,"Census Tract 2039, Los Angeles County, California",2034,6.7,136,,
1400000US06037204110,6037204110,"Census Tract 2041.10, Los Angeles County, California",2354,10.8,254,,
1400000US06037204120,6037204120,"Census Tract 2041.20, Los Angeles County, California",1925,11.1,214,,
1400000US06037204200,6037204200,"Census Tract 2042, Los Angeles County, California",2118,10.5,222,,
1400000US06037204300,6037204300,"Census Tract 2043, Los Angeles County, California",3833,11.9,456,,
1400000US06037204410,6037204410,"Census Tract 2044.10, Los Angeles County, California",1391,9.3,129,,
1400000US06037204420,6037204420,"Census Tract 2044.20, Los Angeles County, California",1833,6.6,121,,
1400000US06037204600,6037204600,"Census Tract 2046, Los Angeles County, California",3344,12.6,421,,
1400000US06037204700,6037204700,"Census Tract 2047, Los Angeles County, California",3664,11.8,432,,
1400000US06037204810,6037204810,"Census Tract 2048.10, Los Angeles County, California",3217,9.1,293,,
1400000US06037204820,6037204820,"Census Tract 2048.20, Los Angeles County, California",1772,7.3,129,,
1400000US06037204910,6037204910,"Census Tract 2049.10, Los Angeles County, California",2089,6.2,130,,
1400000US06037204920,6037204920,"Census Tract 2049.20, Los Angeles County, California",1852,7.2,133,,
1400000US06037205110,6037205110,"Census Tract 2051.10, Los Angeles County, California",2265,12.1,274,,
1400000US06037205120,6037205120,"Census Tract 2051.20, Los Angeles County, California",2440,10.7,261,,
1400000US06037206010,6037206010,"Census Tract 2060.10, Los Angeles County, California",2094,10.5,220,,
1400000US06037206020,6037206020,"Census Tract 2060.20, Los Angeles County, California",7379,2,148,,
1400000US06037206031,6037206031,"Census Tract 2060.31, Los Angeles County, California",2920,9.9,289,,
1400000US06037206032,6037206032,"Census Tract 2060.32, Los Angeles County, California",3622,5.7,206,,
1400000US06037206050,6037206050,"Census Tract 2060.50, Los Angeles County, California",1866,14.8,276,,
1400000US06037206200,6037206200,"Census Tract 2062, Los Angeles County, California",2841,7.3,207,,
1400000US06037206300,6037206300,"Census Tract 2063, Los Angeles County, California",5272,3.2,169,,
1400000US06037207101,6037207101,"Census Tract 2071.01, Los Angeles County, California",2749,22.2,610,,
1400000US06037207102,6037207102,"Census Tract 2071.02, Los Angeles County, California",1882,5.3,100,,
1400000US06037207103,6037207103,"Census Tract 2071.03, Los Angeles County, California",1729,9.6,166,,
