GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC21,HC01_EST_VC22,HC01_EST_VC23,AVERAGE_PERCENT_IN_COLLEGE,AVERAGE_TOTAL_IN_COLLEGE
Id,Id2,Geography,Total; Estimate; Population 18 years and over,Total; Estimate; Population 18 years and over - Enrolled in college or graduate school %,Total; Estimate;,,
1400000US06047001601,6047001601,"Census Tract 16.01, Merced County, California",2351,7.2,169,,
1400000US06047001602,6047001602,"Census Tract 16.02, Merced County, California",4941,10.4,514,,
1400000US06047001700,6047001700,"Census Tract 17, Merced County, California",4011,14,562,,
1400000US06047001801,6047001801,"Census Tract 18.01, Merced County, California",3816,47.6,1816,,
1400000US06047001901,6047001901,"Census Tract 19.01, Merced County, California",3848,12.5,481,,
1400000US06047001902,6047001902,"Census Tract 19.02, Merced County, California",1811,7.7,139,,
1400000US06047002000,6047002000,"Census Tract 20, Merced County, California",5837,5.6,327,,
1400000US06047002100,6047002100,"Census Tract 21, Merced County, California",2612,4.6,120,,
1400000US06047002201,6047002201,"Census Tract 22.01, Merced County, California",3918,9.8,384,,
1400000US06047002202,6047002202,"Census Tract 22.02, Merced County, California",6696,5.6,375,,
1400000US06047002301,6047002301,"Census Tract 23.01, Merced County, California",4688,7.3,342,,
1400000US06047002302,6047002302,"Census Tract 23.02, Merced County, California",9626,11.7,1126,,
1400000US06047002401,6047002401,"Census Tract 24.01, Merced County, California",1095,4.5,49,,
1400000US06047002402,6047002402,"Census Tract 24.02, Merced County, California",5822,9.3,541,,
1400000US06047002500,6047002500,"Census Tract 25, Merced County, California",1538,6.8,105,,
1400000US06047002600,6047002600,"Census Tract 26, Merced County, California",3683,12,442,,
1400000US06049000100,6049000100,"Census Tract 1, Modoc County, California",2591,4.7,122,,
1400000US06049000200,6049000200,"Census Tract 2, Modoc County, California",1364,4.5,61,,
1400000US06049000300,6049000300,"Census Tract 3, Modoc County, California",2464,3.6,89,,
1400000US06049000400,6049000400,"Census Tract 4, Modoc County, California",935,1.4,13,,
1400000US06051000101,6051000101,"Census Tract 1.01, Mono County, California",2745,5,137,,
1400000US06051000102,6051000102,"Census Tract 1.02, Mono County, California",2196,10.2,224,,
1400000US06051000200,6051000200,"Census Tract 2, Mono County, California",6377,11.5,733,,
1400000US06053000101,6053000101,"Census Tract 1.01, Monterey County, California",1575,8.9,140,,
1400000US06053000102,6053000102,"Census Tract 1.02, Monterey County, California",6715,8.6,577,,
1400000US06053000103,6053000103,"Census Tract 1.03, Monterey County, California",2730,13.8,377,,
1400000US06053000104,6053000104,"Census Tract 1.04, Monterey County, California",2804,5.5,154,,
1400000US06053000200,6053000200,"Census Tract 2, Monterey County, California",4994,8.4,419,,
1400000US06053000300,6053000300,"Census Tract 3, Monterey County, California",3037,7,213,,
1400000US06053000400,6053000400,"Census Tract 4, Monterey County, California",5329,11,586,,
1400000US06053000501,6053000501,"Census Tract 5.01, Monterey County, California",3173,8.7,276,,
1400000US06053000502,6053000502,"Census Tract 5.02, Monterey County, California",3103,7.9,245,,
1400000US06053000600,6053000600,"Census Tract 6, Monterey County, California",4461,4.2,187,,
1400000US06053000701,6053000701,"Census Tract 7.01, Monterey County, California",3568,8.4,300,,
1400000US06053000702,6053000702,"Census Tract 7.02, Monterey County, California",3695,3.8,140,,
1400000US06053000800,6053000800,"Census Tract 8, Monterey County, California",3441,7.6,262,,
1400000US06053000900,6053000900,"Census Tract 9, Monterey County, California",3624,7,254,,
1400000US06053001200,6053001200,"Census Tract 12, Monterey County, California",2467,10.3,254,,
1400000US06053001300,6053001300,"Census Tract 13, Monterey County, California",1684,8.4,141,,
1400000US06053001400,6053001400,"Census Tract 14, Monterey County, California",1805,12.6,227,,
1400000US06053001500,6053001500,"Census Tract 15, Monterey County, California",4409,5.6,247,,
1400000US06053001600,6053001600,"Census Tract 16, Monterey County, California",2193,5.8,127,,
1400000US06053001700,6053001700,"Census Tract 17, Monterey County, California",2686,8.5,228,,
1400000US06053001801,6053001801,"Census Tract 18.01, Monterey County, California",2995,11.6,347,,
1400000US06053001802,6053001802,"Census Tract 18.02, Monterey County, California",3466,10.1,350,,
1400000US06053010101,6053010101,"Census Tract 101.01, Monterey County, California",3103,4.6,143,,
1400000US06053010102,6053010102,"Census Tract 101.02, Monterey County, California",2768,7.1,197,,
1400000US06053010202,6053010202,"Census Tract 102.02, Monterey County, California",3607,6,216,,
1400000US06053010305,6053010305,"Census Tract 103.05, Monterey County, California",3678,9.3,342,,
1400000US06053010306,6053010306,"Census Tract 103.06, Monterey County, California",949,8.2,78,,
1400000US06053010400,6053010400,"Census Tract 104, Monterey County, California",4121,4,165,,
1400000US06053010501,6053010501,"Census Tract 105.01, Monterey County, California",5044,8.1,409,,
1400000US06053010504,6053010504,"Census Tract 105.04, Monterey County, California",3480,7.5,261,,
1400000US06053010505,6053010505,"Census Tract 105.05, Monterey County, California",3516,5.4,190,,
1400000US06053010506,6053010506,"Census Tract 105.06, Monterey County, California",3350,9,302,,
1400000US06053010603,6053010603,"Census Tract 106.03, Monterey County, California",5281,15.1,797,,
1400000US06053010604,6053010604,"Census Tract 106.04, Monterey County, California",4278,11,471,,
1400000US06053010605,6053010605,"Census Tract 106.05, Monterey County, California",2633,10.3,271,,
1400000US06053010606,6053010606,"Census Tract 106.06, Monterey County, California",4903,8.3,407,,
1400000US06053010607,6053010607,"Census Tract 106.07, Monterey County, California",2786,7.7,215,,
1400000US06053010608,6053010608,"Census Tract 106.08, Monterey County, California",2437,3.8,93,,
1400000US06053010701,6053010701,"Census Tract 107.01, Monterey County, California",4837,10.2,493,,
1400000US06053010702,6053010702,"Census Tract 107.02, Monterey County, California",3172,5.5,174,,
1400000US06053010804,6053010804,"Census Tract 108.04, Monterey County, California",3634,6.4,233,,
1400000US06053010900,6053010900,"Census Tract 109, Monterey County, California",10091,0.4,40,,
1400000US06053011000,6053011000,"Census Tract 110, Monterey County, California",4840,6.4,310,,
1400000US06053011101,6053011101,"Census Tract 111.01, Monterey County, California",3242,5.7,185,,
1400000US06053011102,6053011102,"Census Tract 111.02, Monterey County, California",7498,8.3,622,,
1400000US06053011202,6053011202,"Census Tract 112.02, Monterey County, California",4609,8.5,392,,
1400000US06053011203,6053011203,"Census Tract 112.03, Monterey County, California",4312,5.4,233,,
1400000US06053011204,6053011204,"Census Tract 112.04, Monterey County, California",2660,10.3,274,,
1400000US06053011302,6053011302,"Census Tract 113.02, Monterey County, California",3272,4.1,134,,
1400000US06053011303,6053011303,"Census Tract 113.03, Monterey County, California",2927,6.4,187,,
1400000US06053011304,6053011304,"Census Tract 113.04, Monterey County, California",4838,9.9,479,,
1400000US06053011400,6053011400,"Census Tract 114, Monterey County, California",3249,27.7,900,,
1400000US06053011502,6053011502,"Census Tract 115.02, Monterey County, California",1131,6.3,71,,
1400000US06053011602,6053011602,"Census Tract 116.02, Monterey County, California",4884,2.6,127,,
1400000US06053011604,6053011604,"Census Tract 116.04, Monterey County, California",1594,3.1,49,,
1400000US06053011700,6053011700,"Census Tract 117, Monterey County, California",3107,2,62,,
1400000US06053011801,6053011801,"Census Tract 118.01, Monterey County, California",1496,11.5,172,,
1400000US06053011802,6053011802,"Census Tract 118.02, Monterey County, California",1638,6.8,111,,
1400000US06053011900,6053011900,"Census Tract 119, Monterey County, California",5672,40.7,2309,,
1400000US06053012000,6053012000,"Census Tract 120, Monterey County, California",2914,8,233,,
1400000US06053012100,6053012100,"Census Tract 121, Monterey County, California",1781,6.7,119,,
1400000US06053012200,6053012200,"Census Tract 122, Monterey County, California",2239,9.3,208,,
1400000US06053012302,6053012302,"Census Tract 123.02, Monterey County, California",1554,12,186,,
1400000US06053012401,6053012401,"Census Tract 124.01, Monterey County, California",1648,8.6,142,,
1400000US06053012402,6053012402,"Census Tract 124.02, Monterey County, California",2841,11.7,332,,
1400000US06053012502,6053012502,"Census Tract 125.02, Monterey County, California",4691,16.9,793,,
1400000US06053012600,6053012600,"Census Tract 126, Monterey County, California",418,78.2,327,,
1400000US06053012700,6053012700,"Census Tract 127, Monterey County, California",3098,24.6,762,,
1400000US06053012800,6053012800,"Census Tract 128, Monterey County, California",4970,12,596,,
1400000US06053013000,6053013000,"Census Tract 130, Monterey County, California",3289,17.6,579,,
1400000US06053013100,6053013100,"Census Tract 131, Monterey County, California",1084,46.3,502,,
1400000US06053013200,6053013200,"Census Tract 132, Monterey County, California",3368,6.5,219,,
1400000US06053013300,6053013300,"Census Tract 133, Monterey County, California",4931,10.4,513,,
1400000US06053013400,6053013400,"Census Tract 134, Monterey County, California",1424,9.9,141,,
1400000US06053013500,6053013500,"Census Tract 135, Monterey County, California",3822,6.2,237,,
1400000US06053013600,6053013600,"Census Tract 136, Monterey County, California",3252,5.4,176,,
1400000US06053013700,6053013700,"Census Tract 137, Monterey County, California",3265,5.9,193,,
1400000US06053013800,6053013800,"Census Tract 138, Monterey County, California",4460,11.2,500,,
1400000US06053013900,6053013900,"Census Tract 139, Monterey County, California",2063,12.4,256,,
1400000US06053014000,6053014000,"Census Tract 140, Monterey County, California",1960,11.2,220,,
1400000US06053014102,6053014102,"Census Tract 141.02, Monterey County, California",1561,14,219,,
1400000US06053014104,6053014104,"Census Tract 141.04, Monterey County, California",1616,100,1616,,
1400000US06053014105,6053014105,"Census Tract 141.05, Monterey County, California",2026,50.9,1031,,
1400000US06053014107,6053014107,"Census Tract 141.07, Monterey County, California",4859,23.9,1161,,
1400000US06053014201,6053014201,"Census Tract 142.01, Monterey County, California",4515,9.6,433,,
1400000US06053014202,6053014202,"Census Tract 142.02, Monterey County, California",3245,17.3,561,,
1400000US06053014301,6053014301,"Census Tract 143.01, Monterey County, California",2713,12.3,334,,
1400000US06053014302,6053014302,"Census Tract 143.02, Monterey County, California",3322,11.1,369,,
1400000US06053014500,6053014500,"Census Tract 145, Monterey County, California",3485,10.7,373,,
1400000US06053014601,6053014601,"Census Tract 146.01, Monterey County, California",4055,10.8,438,,
1400000US06053014700,6053014700,"Census Tract 147, Monterey County, California",5210,10.5,547,,
1400000US06053014800,6053014800,"Census Tract 148, Monterey County, California",3907,7.7,301,,
1400000US06053980000,6053980000,"Census Tract 9800, Monterey County, California",32,28.1,9,,
1400000US06053990000,6053990000,"Census Tract 9900, Monterey County, California",0,-,,,
1400000US06055200201,6055200201,"Census Tract 2002.01, Napa County, California",2324,12.1,281,,
1400000US06055200202,6055200202,"Census Tract 2002.02, Napa County, California",2529,7.4,187,,
1400000US06055200203,6055200203,"Census Tract 2002.03, Napa County, California",1892,8.7,165,,
1400000US06055200301,6055200301,"Census Tract 2003.01, Napa County, California",3740,8.2,307,,
1400000US06055200302,6055200302,"Census Tract 2003.02, Napa County, California",2072,6.7,139,,
1400000US06055200400,6055200400,"Census Tract 2004, Napa County, California",3031,8.7,264,,
1400000US06055200501,6055200501,"Census Tract 2005.01, Napa County, California",3896,8.7,339,,
1400000US06055200503,6055200503,"Census Tract 2005.03, Napa County, California",1297,10.9,141,,
1400000US06055200504,6055200504,"Census Tract 2005.04, Napa County, California",5194,7.5,390,,
1400000US06055200505,6055200505,"Census Tract 2005.05, Napa County, California",2001,5.6,112,,
1400000US06055200601,6055200601,"Census Tract 2006.01, Napa County, California",3663,7.3,267,,
1400000US06055200602,6055200602,"Census Tract 2006.02, Napa County, California",3595,7,252,,
1400000US06055200703,6055200703,"Census Tract 2007.03, Napa County, California",2285,8.5,194,,
1400000US06055200704,6055200704,"Census Tract 2007.04, Napa County, California",3897,7.1,277,,
1400000US06055200705,6055200705,"Census Tract 2007.05, Napa County, California",2187,5.2,114,,
1400000US06055200706,6055200706,"Census Tract 2007.06, Napa County, California",2559,9.7,248,,
1400000US06055200707,6055200707,"Census Tract 2007.07, Napa County, California",2329,4.1,95,,
1400000US06055200802,6055200802,"Census Tract 2008.02, Napa County, California",3968,8,317,,
1400000US06055200803,6055200803,"Census Tract 2008.03, Napa County, California",1590,6,95,,
1400000US06055200804,6055200804,"Census Tract 2008.04, Napa County, California",3885,6.4,249,,
1400000US06055200900,6055200900,"Census Tract 2009, Napa County, California",935,2.8,26,,
1400000US06055201003,6055201003,"Census Tract 2010.03, Napa County, California",3247,11.4,370,,
1400000US06055201004,6055201004,"Census Tract 2010.04, Napa County, California",4883,12.7,620,,
1400000US06055201005,6055201005,"Census Tract 2010.05, Napa County, California",1662,9.6,160,,
1400000US06055201006,6055201006,"Census Tract 2010.06, Napa County, California",2306,10,231,,
1400000US06055201007,6055201007,"Census Tract 2010.07, Napa County, California",3115,11.3,352,,
1400000US06055201101,6055201101,"Census Tract 2011.01, Napa County, California",1619,9.8,159,,
1400000US06055201102,6055201102,"Census Tract 2011.02, Napa County, California",1590,6.6,105,,
1400000US06055201200,6055201200,"Census Tract 2012, Napa County, California",3769,4.6,173,,
1400000US06055201300,6055201300,"Census Tract 2013, Napa County, California",2712,3.6,98,,
1400000US06055201401,6055201401,"Census Tract 2014.01, Napa County, California",2785,2.5,70,,
1400000US06055201402,6055201402,"Census Tract 2014.02, Napa County, California",2575,6.4,165,,
1400000US06055201403,6055201403,"Census Tract 2014.03, Napa County, California",671,21.8,146,,
1400000US06055201500,6055201500,"Census Tract 2015, Napa County, California",1901,1.8,34,,
1400000US06055201601,6055201601,"Census Tract 2016.01, Napa County, California",1966,5.5,108,,
1400000US06055201602,6055201602,"Census Tract 2016.02, Napa County, California",2829,7.7,218,,
1400000US06055201700,6055201700,"Census Tract 2017, Napa County, California",4969,28.1,1396,,
1400000US06055201800,6055201800,"Census Tract 2018, Napa County, California",1405,8.9,125,,
1400000US06055201900,6055201900,"Census Tract 2019, Napa County, California",1090,3.6,39,,
1400000US06055202000,6055202000,"Census Tract 2020, Napa County, California",4211,2.4,101,,
1400000US06057000102,6057000102,"Census Tract 1.02, Nevada County, California",5524,6.1,337,,
1400000US06057000103,6057000103,"Census Tract 1.03, Nevada County, California",6314,7.6,480,,
1400000US06057000104,6057000104,"Census Tract 1.04, Nevada County, California",2586,6.7,173,,
1400000US06057000105,6057000105,"Census Tract 1.05, Nevada County, California",2078,6.2,129,,
1400000US06057000200,6057000200,"Census Tract 2, Nevada County, California",2123,5.6,119,,
1400000US06057000300,6057000300,"Census Tract 3, Nevada County, California",1908,6.7,128,,
1400000US06057000401,6057000401,"Census Tract 4.01, Nevada County, California",5126,10.3,528,,
1400000US06057000402,6057000402,"Census Tract 4.02, Nevada County, California",6108,8.5,519,,
1400000US06057000501,6057000501,"Census Tract 5.01, Nevada County, California",5005,6.8,340,,
1400000US06057000502,6057000502,"Census Tract 5.02, Nevada County, California",3746,6.7,251,,
1400000US06057000600,6057000600,"Census Tract 6, Nevada County, California",5123,6.8,348,,
1400000US06057000701,6057000701,"Census Tract 7.01, Nevada County, California",6104,4.6,281,,
1400000US06057000702,6057000702,"Census Tract 7.02, Nevada County, California",3338,4.5,150,,
1400000US06057000801,6057000801,"Census Tract 8.01, Nevada County, California",4287,5.6,240,,
1400000US06057000802,6057000802,"Census Tract 8.02, Nevada County, California",5451,3.5,191,,
1400000US06057000900,6057000900,"Census Tract 9, Nevada County, California",3230,3.8,123,,
1400000US06057001203,6057001203,"Census Tract 12.03, Nevada County, California",2288,4.5,103,,
1400000US06057001204,6057001204,"Census Tract 12.04, Nevada County, California",2295,8.7,200,,
1400000US06057001205,6057001205,"Census Tract 12.05, Nevada County, California",3368,3.9,131,,
1400000US06057001206,6057001206,"Census Tract 12.06, Nevada County, California",4489,7.8,350,,
1400000US06059001101,6059001101,"Census Tract 11.01, Orange County, California",3227,7.3,236,,
1400000US06059001102,6059001102,"Census Tract 11.02, Orange County, California",2369,11.2,265,,
1400000US06059001103,6059001103,"Census Tract 11.03, Orange County, California",3129,8.9,278,,
1400000US06059001201,6059001201,"Census Tract 12.01, Orange County, California",3956,7.5,297,,
1400000US06059001202,6059001202,"Census Tract 12.02, Orange County, California",2646,6.2,164,,
1400000US06059001301,6059001301,"Census Tract 13.01, Orange County, California",5520,13.2,729,,
1400000US06059001303,6059001303,"Census Tract 13.03, Orange County, California",4184,12.3,515,,
1400000US06059001304,6059001304,"Census Tract 13.04, Orange County, California",2698,8.4,227,,
1400000US06059001401,6059001401,"Census Tract 14.01, Orange County, California",4229,14.4,609,,
1400000US06059001402,6059001402,"Census Tract 14.02, Orange County, California",4005,14.8,593,,
1400000US06059001403,6059001403,"Census Tract 14.03, Orange County, California",2399,10.7,257,,
1400000US06059001404,6059001404,"Census Tract 14.04, Orange County, California",2793,9.2,257,,
1400000US06059001501,6059001501,"Census Tract 15.01, Orange County, California",5308,11.5,610,,
1400000US06059001503,6059001503,"Census Tract 15.03, Orange County, California",4223,7.9,334,,
1400000US06059001504,6059001504,"Census Tract 15.04, Orange County, California",3670,12,440,,
1400000US06059001505,6059001505,"Census Tract 15.05, Orange County, California",5483,16,877,,
1400000US06059001506,6059001506,"Census Tract 15.06, Orange County, California",3135,10.7,335,,
1400000US06059001507,6059001507,"Census Tract 15.07, Orange County, California",3600,10.5,378,,
1400000US06059001601,6059001601,"Census Tract 16.01, Orange County, California",6126,6.6,404,,
1400000US06059001602,6059001602,"Census Tract 16.02, Orange County, California",3754,10.8,405,,
1400000US06059001704,6059001704,"Census Tract 17.04, Orange County, California",5306,8.8,467,,
1400000US06059001705,6059001705,"Census Tract 17.05, Orange County, California",3337,8,267,,
1400000US06059001706,6059001706,"Census Tract 17.06, Orange County, California",3077,11.2,345,,
1400000US06059001707,6059001707,"Census Tract 17.07, Orange County, California",5926,12.8,759,,
1400000US06059001708,6059001708,"Census Tract 17.08, Orange County, California",2908,11.7,340,,
1400000US06059001801,6059001801,"Census Tract 18.01, Orange County, California",3512,12.6,443,,
1400000US06059001802,6059001802,"Census Tract 18.02, Orange County, California",5455,9.4,513,,
1400000US06059001901,6059001901,"Census Tract 19.01, Orange County, California",2410,12.7,306,,
1400000US06059001902,6059001902,"Census Tract 19.02, Orange County, California",2488,8.5,211,,
1400000US06059001903,6059001903,"Census Tract 19.03, Orange County, California",2540,10.7,272,,
1400000US06059011000,6059011000,"Census Tract 110, Orange County, California",5140,12.7,653,,
1400000US06059011101,6059011101,"Census Tract 111.01, Orange County, California",3073,12.2,375,,
1400000US06059011102,6059011102,"Census Tract 111.02, Orange County, California",3466,9,312,,
1400000US06059011200,6059011200,"Census Tract 112, Orange County, California",3237,11.4,369,,
1400000US06059011300,6059011300,"Census Tract 113, Orange County, California",3959,13.1,519,,
1400000US06059011401,6059011401,"Census Tract 114.01, Orange County, California",1617,15.8,255,,
1400000US06059011402,6059011402,"Census Tract 114.02, Orange County, California",1774,10,177,,
1400000US06059011403,6059011403,"Census Tract 114.03, Orange County, California",4988,22.2,1107,,
1400000US06059011502,6059011502,"Census Tract 115.02, Orange County, California",3063,18,551,,
1400000US06059011503,6059011503,"Census Tract 115.03, Orange County, California",1386,15.7,218,,
1400000US06059011504,6059011504,"Census Tract 115.04, Orange County, California",5514,58,3198,,
1400000US06059011601,6059011601,"Census Tract 116.01, Orange County, California",5413,13.8,747,,
1400000US06059011602,6059011602,"Census Tract 116.02, Orange County, California",3769,12.1,456,,
1400000US06059011707,6059011707,"Census Tract 117.07, Orange County, California",4979,17.7,881,,
1400000US06059011708,6059011708,"Census Tract 117.08, Orange County, California",3398,42.3,1437,,
1400000US06059011709,6059011709,"Census Tract 117.09, Orange County, California",3327,8.2,273,,
1400000US06059011710,6059011710,"Census Tract 117.10, Orange County, California",2780,12.3,342,,
1400000US06059011711,6059011711,"Census Tract 117.11, Orange County, California",5998,25.6,1535,,
1400000US06059011712,6059011712,"Census Tract 117.12, Orange County, California",3856,14.1,544,,
1400000US06059011714,6059011714,"Census Tract 117.14, Orange County, California",699,10.2,71,,
1400000US06059011715,6059011715,"Census Tract 117.15, Orange County, California",5163,7.9,408,,
1400000US06059011716,6059011716,"Census Tract 117.16, Orange County, California",4109,13,534,,
1400000US06059011717,6059011717,"Census Tract 117.17, Orange County, California",2287,11.6,265,,
1400000US06059011718,6059011718,"Census Tract 117.18, Orange County, California",2692,13.3,358,,
1400000US06059011720,6059011720,"Census Tract 117.20, Orange County, California",4179,5.4,226,,
1400000US06059011721,6059011721,"Census Tract 117.21, Orange County, California",3636,16.4,596,,
1400000US06059011722,6059011722,"Census Tract 117.22, Orange County, California",2203,6.2,137,,
1400000US06059021802,6059021802,"Census Tract 218.02, Orange County, California",5327,6.6,352,,
1400000US06059021807,6059021807,"Census Tract 218.07, Orange County, California",3003,9.3,279,,
1400000US06059021809,6059021809,"Census Tract 218.09, Orange County, California",2191,6.8,149,,
1400000US06059021810,6059021810,"Census Tract 218.10, Orange County, California",2871,8.9,256,,
1400000US06059021812,6059021812,"Census Tract 218.12, Orange County, California",4656,6.6,307,,
1400000US06059021813,6059021813,"Census Tract 218.13, Orange County, California",77,0,0,,
1400000US06059021814,6059021814,"Census Tract 218.14, Orange County, California",5614,11.3,634,,
1400000US06059021815,6059021815,"Census Tract 218.15, Orange County, California",6000,13.7,822,,
1400000US06059021816,6059021816,"Census Tract 218.16, Orange County, California",3920,8.5,333,,
1400000US06059021817,6059021817,"Census Tract 218.17, Orange County, California",3057,14,428,,
1400000US06059021820,6059021820,"Census Tract 218.20, Orange County, California",3497,12.5,437,,
1400000US06059021821,6059021821,"Census Tract 218.21, Orange County, California",4959,12.4,615,,
1400000US06059021822,6059021822,"Census Tract 218.22, Orange County, California",6361,10.5,668,,
1400000US06059021823,6059021823,"Census Tract 218.23, Orange County, California",2721,8,218,,
1400000US06059021824,6059021824,"Census Tract 218.24, Orange County, California",1975,10.8,213,,
1400000US06059021825,6059021825,"Census Tract 218.25, Orange County, California",2471,11,272,,
1400000US06059021826,6059021826,"Census Tract 218.26, Orange County, California",1754,8.6,151,,
1400000US06059021827,6059021827,"Census Tract 218.27, Orange County, California",2332,11.6,271,,
1400000US06059021828,6059021828,"Census Tract 218.28, Orange County, California",3350,12.4,415,,
1400000US06059021829,6059021829,"Census Tract 218.29, Orange County, California",4262,14,597,,
1400000US06059021830,6059021830,"Census Tract 218.30, Orange County, California",4498,10,450,,
1400000US06059021903,6059021903,"Census Tract 219.03, Orange County, California",3205,16.7,535,,
1400000US06059021905,6059021905,"Census Tract 219.05, Orange County, California",4300,9.8,421,,
1400000US06059021912,6059021912,"Census Tract 219.12, Orange County, California",3469,10.9,378,,
1400000US06059021913,6059021913,"Census Tract 219.13, Orange County, California",7192,12.7,913,,
1400000US06059021914,6059021914,"Census Tract 219.14, Orange County, California",3191,10.5,335,,
1400000US06059021915,6059021915,"Census Tract 219.15, Orange County, California",3336,11.6,387,,
1400000US06059021916,6059021916,"Census Tract 219.16, Orange County, California",2862,10.1,289,,
1400000US06059021917,6059021917,"Census Tract 219.17, Orange County, California",2517,5.8,146,,
1400000US06059021918,6059021918,"Census Tract 219.18, Orange County, California",4004,8.8,352,,
1400000US06059021919,6059021919,"Census Tract 219.19, Orange County, California",2063,11,227,,
1400000US06059021920,6059021920,"Census Tract 219.20, Orange County, California",5306,7.2,382,,
1400000US06059021921,6059021921,"Census Tract 219.21, Orange County, California",3466,13,451,,
1400000US06059021922,6059021922,"Census Tract 219.22, Orange County, California",3861,10.5,405,,
1400000US06059021923,6059021923,"Census Tract 219.23, Orange County, California",5088,7.7,392,,
1400000US06059021924,6059021924,"Census Tract 219.24, Orange County, California",3097,11.1,344,,
1400000US06059032002,6059032002,"Census Tract 320.02, Orange County, California",5046,8,404,,
1400000US06059032003,6059032003,"Census Tract 320.03, Orange County, California",3954,10.4,411,,
1400000US06059032011,6059032011,"Census Tract 320.11, Orange County, California",1366,6.6,90,,
1400000US06059032012,6059032012,"Census Tract 320.12, Orange County, California",3057,18.3,559,,
1400000US06059032013,6059032013,"Census Tract 320.13, Orange County, California",4197,10.8,453,,
1400000US06059032014,6059032014,"Census Tract 320.14, Orange County, California",4707,7.8,367,,
1400000US06059032015,6059032015,"Census Tract 320.15, Orange County, California",5353,8.4,450,,
1400000US06059032020,6059032020,"Census Tract 320.20, Orange County, California",4377,9.3,407,,
1400000US06059032022,6059032022,"Census Tract 320.22, Orange County, California",5339,12.2,651,,
1400000US06059032023,6059032023,"Census Tract 320.23, Orange County, California",8878,9.3,826,,
1400000US06059032027,6059032027,"Census Tract 320.27, Orange County, California",5032,12.2,614,,
1400000US06059032028,6059032028,"Census Tract 320.28, Orange County, California",2577,14.3,369,,
1400000US06059032029,6059032029,"Census Tract 320.29, Orange County, California",3505,13.8,484,,
1400000US06059032030,6059032030,"Census Tract 320.30, Orange County, California",3066,8,245,,
1400000US06059032031,6059032031,"Census Tract 320.31, Orange County, California",2792,7.4,207,,
1400000US06059032032,6059032032,"Census Tract 320.32, Orange County, California",2495,6.8,170,,
1400000US06059032033,6059032033,"Census Tract 320.33, Orange County, California",2998,8.1,243,,
1400000US06059032034,6059032034,"Census Tract 320.34, Orange County, California",4618,11.1,513,,
1400000US06059032035,6059032035,"Census Tract 320.35, Orange County, California",2055,7,144,,
1400000US06059032036,6059032036,"Census Tract 320.36, Orange County, California",2933,11.6,340,,
1400000US06059032037,6059032037,"Census Tract 320.37, Orange County, California",4533,4.3,195,,
1400000US06059032038,6059032038,"Census Tract 320.38, Orange County, California",4689,10.7,502,,
1400000US06059032039,6059032039,"Census Tract 320.39, Orange County, California",5147,10.8,556,,
1400000US06059032040,6059032040,"Census Tract 320.40, Orange County, California",2121,9.1,193,,
1400000US06059032041,6059032041,"Census Tract 320.41, Orange County, California",721,7.6,55,,
1400000US06059032042,6059032042,"Census Tract 320.42, Orange County, California",4489,11.7,525,,
1400000US06059032043,6059032043,"Census Tract 320.43, Orange County, California",2820,9.6,271,,
1400000US06059032044,6059032044,"Census Tract 320.44, Orange County, California",4346,8.9,387,,
1400000US06059032045,6059032045,"Census Tract 320.45, Orange County, California",2010,10.9,219,,
1400000US06059032046,6059032046,"Census Tract 320.46, Orange County, California",4123,7.1,293,,
1400000US06059032047,6059032047,"Census Tract 320.47, Orange County, California",2845,15.1,430,,
1400000US06059032048,6059032048,"Census Tract 320.48, Orange County, California",4253,10.1,430,,
1400000US06059032049,6059032049,"Census Tract 320.49, Orange County, California",6557,12.5,820,,
1400000US06059032050,6059032050,"Census Tract 320.50, Orange County, California",3620,11.3,409,,
1400000US06059032051,6059032051,"Census Tract 320.51, Orange County, California",3523,10.2,359,,
1400000US06059032053,6059032053,"Census Tract 320.53, Orange County, California",5861,8.5,498,,
1400000US06059032054,6059032054,"Census Tract 320.54, Orange County, California",3846,9.5,365,,
1400000US06059032055,6059032055,"Census Tract 320.55, Orange County, California",2812,15.9,447,,
1400000US06059032056,6059032056,"Census Tract 320.56, Orange County, California",5110,8.6,439,,
1400000US06059032057,6059032057,"Census Tract 320.57, Orange County, California",5021,4.5,226,,
1400000US06059032058,6059032058,"Census Tract 320.58, Orange County, California",4313,7,302,,
1400000US06059032059,6059032059,"Census Tract 320.59, Orange County, California",6121,8.8,539,,
1400000US06059032061,6059032061,"Census Tract 320.61, Orange County, California",2786,5.7,159,,
1400000US06059042103,6059042103,"Census Tract 421.03, Orange County, California",5734,10.1,579,,
1400000US06059042106,6059042106,"Census Tract 421.06, Orange County, California",1180,9.4,111,,
1400000US06059042107,6059042107,"Census Tract 421.07, Orange County, California",3369,16.6,559,,
1400000US06059042108,6059042108,"Census Tract 421.08, Orange County, California",4162,11.6,483,,
1400000US06059042109,6059042109,"Census Tract 421.09, Orange County, California",4065,10.2,415,,
1400000US06059042111,6059042111,"Census Tract 421.11, Orange County, California",4701,9.8,461,,
1400000US06059042112,6059042112,"Census Tract 421.12, Orange County, California",4596,6.2,285,,
1400000US06059042113,6059042113,"Census Tract 421.13, Orange County, California",3658,7.7,282,,
1400000US06059042114,6059042114,"Census Tract 421.14, Orange County, California",3335,7.1,237,,
